,Localtime,gps_epoch_second,Receivetime,Week,Seconds,ImuStatus,ZAccel,YAccel,XAccel,ZGyro,YGyro,XGyro,CrcCheck
1648,2024-02-03_02:04:27,1706925867.108,1706925867116327,2299,525885108,3848601088,-341088649,-13687851,6233533,3790643,5379307,-4549707,2883661872
1649,2024-02-03_02:04:27,1706925867.116,1706925867124241,2299,525885116,3848601088,-317438772,44768,-2559916,4274159,2717985,-1147395,848202527
1650,2024-02-03_02:04:27,1706925867.124,1706925867132281,2299,525885124,3848601088,-311546575,8475925,-4484730,4281821,327587,-7832535,1458235122
1651,2024-02-03_02:04:27,1706925867.132,1706925867140479,2299,525885132,3848601088,-340909093,-4569140,5536228,4972130,-1964358,-15070114,342882580
1652,2024-02-03_02:04:27,1706925867.14,1706925867148395,2299,525885140,3848601088,-349151502,-2900825,11958734,4793648,-1519270,-16229709,1405573888
1653,2024-02-03_02:04:27,1706925867.148,1706925867156304,2299,525885148,3848601088,-347649940,-5228251,10719031,3615672,857986,-10587423,4086890759
1654,2024-02-03_02:04:27,1706925867.156,1706925867164285,2299,525885156,3848601088,-349311859,-11570678,3220130,2504950,2450570,1419668,3809799737
1655,2024-02-03_02:04:27,1706925867.164,1706925867172378,2299,525885164,3848601088,-338345625,-58542,-2675663,2126171,2075687,4495184,2055494659
1656,2024-02-03_02:04:27,1706925867.172,1706925867180596,2299,525885172,3848601088,-336766423,9016758,10807,2868952,141374,-2095517,2163188479
1657,2024-02-03_02:04:27,1706925867.18,1706925867188442,2299,525885180,3848601088,-356358704,-4675070,3264412,2461628,43584,-5539928,1576334785
1658,2024-02-03_02:04:27,1706925867.188,1706925867196196,2299,525885188,3848601088,-368580842,-11074274,5174112,1302218,1604927,-1124018,3927885675
1659,2024-02-03_02:04:27,1706925867.196,1706925867204506,2299,525885196,3848601088,-359500936,-4844787,4165392,1269610,1977027,7922076,1236603527
1660,2024-02-03_02:04:27,1706925867.204,1706925867212320,2299,525885204,3848601088,-346683621,5084040,3513613,1593297,1408440,9427900,2892133433
1661,2024-02-03_02:04:27,1706925867.212,1706925867220377,2299,525885212,3848601088,-345954471,-160032,2361994,1236501,1470452,3806064,3146104269
1662,2024-02-03_02:04:27,1706925867.22,1706925867228313,2299,525885220,3848601088,-344286792,-3721802,5347715,911875,787643,2468933,1590766627
1663,2024-02-03_02:04:27,1706925867.228,1706925867236239,2299,525885228,3848601088,-348351189,-2315899,12025450,649317,858536,2812718,352581571
1664,2024-02-03_02:04:27,1706925867.236,1706925867244292,2299,525885236,3848601088,-356711224,-8156438,11010524,480568,979726,6722457,176517444
1665,2024-02-03_02:04:27,1706925867.244,1706925867252195,2299,525885244,3848601088,-349618937,2166945,9062140,144210,869424,10646407,216584801
1666,2024-02-03_02:04:27,1706925867.252,1706925867260275,2299,525885252,3848601088,-347553148,2503493,9642364,-22274,938819,7957160,2854404217
1667,2024-02-03_02:04:27,1706925867.26,1706925867268253,2299,525885260,3848601088,-349752101,-1997914,8775656,158990,-87867,7372526,275785226
1668,2024-02-03_02:04:27,1706925867.268,1706925867276358,2299,525885268,3848601088,-345164418,-5176892,10284247,737052,-2324121,10025388,1526620330
1669,2024-02-03_02:04:27,1706925867.276,1706925867284552,2299,525885276,3848601088,-340111868,-2899706,15554744,646259,-2734586,10632173,3386976919
1670,2024-02-03_02:04:27,1706925867.284,1706925867292309,2299,525885284,3848601088,-336734273,6797987,14156968,214039,-2332373,10748006,1663064898
1671,2024-02-03_02:04:27,1706925867.292,1706925867300336,2299,525885292,3848601088,-344994901,430519,13765149,702622,-2854933,6916978,3533557901
1672,2024-02-03_02:04:27,1706925867.3,1706925867308290,2299,525885300,3848601088,-348530822,-1793088,17794371,874888,-2608572,7079209,127850590
1673,2024-02-03_02:04:27,1706925867.308,1706925867316422,2299,525885308,3848601088,-337835749,-3265494,16930797,1013235,-2722589,10925460,329316975
1674,2024-02-03_02:04:27,1706925867.316,1706925867324242,2299,525885316,3848601088,-324398002,-1616583,16621036,1065005,-1877448,10387482,476867442
1675,2024-02-03_02:04:27,1706925867.324,1706925867332323,2299,525885324,3848601088,-323367974,2213904,17933318,1025086,-1316816,9356572,3459206762
1676,2024-02-03_02:04:27,1706925867.332,1706925867340371,2299,525885332,3848601088,-330568197,-1836051,13890157,1260810,-1474583,6953289,2633270898
1677,2024-02-03_02:04:27,1706925867.34,1706925867348487,2299,525885340,3848601088,-327572611,124480,14104685,1879469,-2346417,6367587,1242978061
1678,2024-02-03_02:04:27,1706925867.348,1706925867356479,2299,525885348,3848601088,-324330583,-845317,19483279,2247419,-2193383,6214097,1830158542
1679,2024-02-03_02:04:27,1706925867.356,1706925867364397,2299,525885356,3848601088,-321175153,-1339949,16257893,1959726,-561292,6633735,52560975
1680,2024-02-03_02:04:27,1706925867.364,1706925867372429,2299,525885364,3848601088,-317381869,864500,16813190,2338852,-799945,5423062,2617479439
1681,2024-02-03_02:04:27,1706925867.372,1706925867380242,2299,525885372,3848601088,-315656581,-222960,18034855,2258449,-369198,487315,1419598241
1682,2024-02-03_02:04:27,1706925867.38,1706925867388325,2299,525885380,3848601088,-316240836,-3941716,11189262,1905651,74871,-911445,62511462
1683,2024-02-03_02:04:27,1706925867.388,1706925867396249,2299,525885388,3848601088,-316190327,-2956803,11020300,2445330,-1631799,-988317,3726829686
1684,2024-02-03_02:04:27,1706925867.396,1706925867404620,2299,525885396,3848601088,-315691628,-1819101,21654668,2541175,-2342653,-95028,3106940231
1685,2024-02-03_02:04:27,1706925867.404,1706925867412216,2299,525885404,3848601088,-316531573,-2607510,20455957,2243748,-1755990,279986,749254556
1686,2024-02-03_02:04:27,1706925867.412,1706925867420208,2299,525885412,3848601088,-313524488,-1808368,13410177,1831939,-1972247,-989540,3177266663
1687,2024-02-03_02:04:27,1706925867.42,1706925867428418,2299,525885420,3848601088,-310857992,1016356,15764592,2089184,-3137697,-2759640,1991321674
1688,2024-02-03_02:04:27,1706925867.428,1706925867436420,2299,525885428,3848601088,-318226293,-114069,13439837,2004591,-3958985,-3497763,2719940149
1689,2024-02-03_02:04:27,1706925867.436,1706925867444351,2299,525885436,3848601088,-324442601,-5435725,12085965,2075113,-5707961,-3738595,2500677755
1690,2024-02-03_02:04:27,1706925867.444,1706925867452336,2299,525885444,3848601088,-315682487,-1666479,14712422,2434270,-7215259,-3358985,1697622435
1691,2024-02-03_02:04:27,1706925867.452,1706925867461375,2299,525885452,3848601088,-311886048,-1962842,14100183,2092125,-7010183,-2362961,3033509403
1692,2024-02-03_02:04:27,1706925867.46,1706925867468339,2299,525885460,3848601088,-318631415,-6023537,12181955,1853387,-6687737,-4063747,696581678
1693,2024-02-03_02:04:27,1706925867.468,1706925867476549,2299,525885468,3848601088,-316001264,291184,12817632,1767088,-6239803,-3689769,3572728613
1694,2024-02-03_02:04:27,1706925867.476,1706925867484227,2299,525885476,3848601088,-319901585,-1872869,14520449,1860809,-5111590,-3557748,1117712509
1695,2024-02-03_02:04:27,1706925867.484,1706925867493193,2299,525885484,3848601088,-327492114,-5189724,14153107,1798865,-3993488,-4460837,350499577
1696,2024-02-03_02:04:27,1706925867.492,1706925867500290,2299,525885492,3848601088,-321651915,-1245604,11781034,1206041,-2772995,-2257775,2982446875
1697,2024-02-03_02:04:27,1706925867.5,1706925867508563,2299,525885500,3848535552,-323547247,-3004639,8785892,425961,-1209229,-3540728,3221074157
1698,2024-02-03_02:04:27,1706925867.508,1706925867516288,2299,525885508,3848601088,-328731640,-3623837,9181450,724040,-2480832,-4898158,1868619872
1699,2024-02-03_02:04:27,1706925867.516,1706925867525244,2299,525885516,3848601088,-320595390,-3320083,12246832,1059607,-4471170,-3056286,4249375573
1700,2024-02-03_02:04:27,1706925867.524,1706925867532285,2299,525885524,3848601088,-319574678,-5362328,15830233,586429,-3623638,-2806409,2043162253
1701,2024-02-03_02:04:27,1706925867.532,1706925867540393,2299,525885532,3848601088,-325323361,-5311152,18533530,-335642,-1790874,-1888640,867128783
1702,2024-02-03_02:04:27,1706925867.54,1706925867548302,2299,525885540,3848601088,-319761581,-3123472,14507533,-765294,-1183733,-911245,923405266
1703,2024-02-03_02:04:27,1706925867.548,1706925867556683,2299,525885548,3848601088,-319737419,-3201356,12134208,47482,-2718762,-2135429,3488467601
1704,2024-02-03_02:04:27,1706925867.556,1706925867564468,2299,525885556,3848601088,-325452409,-5308528,12606578,233086,-4315035,-2448847,4120782703
1705,2024-02-03_02:04:27,1706925867.564,1706925867572253,2299,525885564,3848601088,-320823565,-480549,14464149,212676,-4917985,-2760936,2825281438
1706,2024-02-03_02:04:27,1706925867.572,1706925867580602,2299,525885572,3848601088,-327064955,-5359458,17082776,595416,-5120154,-4933157,2402779948
1707,2024-02-03_02:04:27,1706925867.58,1706925867589182,2299,525885580,3848601088,-330668490,-6954459,16924952,499423,-5397966,-2514051,3385447514
1708,2024-02-03_02:04:27,1706925867.588,1706925867596410,2299,525885588,3848601088,-326263405,-3771419,14937819,84068,-4654898,-251700,3345967232
1709,2024-02-03_02:04:27,1706925867.596,1706925867604366,2299,525885596,3848601088,-328547795,-878521,14537304,233533,-4966007,-537950,912536773
1710,2024-02-03_02:04:27,1706925867.604,1706925867612344,2299,525885604,3848601088,-330710004,-315271,14929388,624857,-6007201,-1562124,104591114
1711,2024-02-03_02:04:27,1706925867.612,1706925867621187,2299,525885612,3848601088,-331276882,-3807610,13574324,633464,-5071362,-3344281,1663014039
1712,2024-02-03_02:04:27,1706925867.62,1706925867628222,2299,525885620,3848601088,-332615935,-3230900,16058430,769938,-4420322,-1943858,2143218954
1713,2024-02-03_02:04:27,1706925867.628,1706925867636481,2299,525885628,3848601088,-332036804,-1749205,20135117,366324,-2132079,-3561509,1584935745
1714,2024-02-03_02:04:27,1706925867.636,1706925867644435,2299,525885636,3848601088,-334328388,-2350328,17491956,165454,428743,-5368013,3996468748
1715,2024-02-03_02:04:27,1706925867.644,1706925867652443,2299,525885644,3848601088,-339091048,-7316971,15397125,124378,1952436,-5722356,1410051638
1716,2024-02-03_02:04:27,1706925867.652,1706925867660348,2299,525885652,3848601088,-332810169,-6163927,15160148,248642,2772063,-6494311,307740900
1717,2024-02-03_02:04:27,1706925867.66,1706925867668420,2299,525885660,3848601088,-334350779,-6678993,16631971,997434,2295436,-5617349,1984031069
1718,2024-02-03_02:04:27,1706925867.668,1706925867676284,2299,525885668,3848601088,-340187160,-3131589,21442738,1228781,2335482,-5215164,2708400131
1719,2024-02-03_02:04:27,1706925867.676,1706925867685366,2299,525885676,3848601088,-342626140,-6871494,20893431,726690,3125890,-4062244,502833529
1720,2024-02-03_02:04:27,1706925867.684,1706925867692337,2299,525885684,3848601088,-345318563,-12539871,20504351,453758,3684479,-2404802,4187243364
1721,2024-02-03_02:04:27,1706925867.692,1706925867700251,2299,525885692,3848601088,-339131895,-4508381,22277663,399973,3657432,-686712,594870685
1722,2024-02-03_02:04:27,1706925867.7,1706925867708339,2299,525885700,3848601088,-336815278,-5223739,19361752,17298,3847232,1519103,2994045884
1723,2024-02-03_02:04:27,1706925867.708,1706925867716421,2299,525885708,3848601088,-341500129,-7857762,16660096,184746,3144350,349738,2497363669
1724,2024-02-03_02:04:27,1706925867.716,1706925867724689,2299,525885716,3848601088,-340333452,-6134274,17004052,476136,1680155,-327849,94567683
1725,2024-02-03_02:04:27,1706925867.724,1706925867732342,2299,525885724,3848601088,-332328251,-8403629,19900414,956328,-695551,4001149,3608521258
1726,2024-02-03_02:04:27,1706925867.732,1706925867740615,2299,525885732,3848601088,-326629915,-7600843,21666113,991953,-1310736,4284611,3481680260
1727,2024-02-03_02:04:27,1706925867.74,1706925867749444,2299,525885740,3848601088,-327002211,-3996304,21017680,656253,-610868,2924222,1181077400
1728,2024-02-03_02:04:27,1706925867.748,1706925867756652,2299,525885748,3848601088,-333807139,-9709870,15830129,583486,-987121,2487380,3961149189
1729,2024-02-03_02:04:27,1706925867.756,1706925867764534,2299,525885756,3848601088,-333860126,-9274554,13548295,823404,-2534509,3622132,2296311140
1730,2024-02-03_02:04:27,1706925867.764,1706925867772573,2299,525885764,3848601088,-324529427,-4104927,16091263,978822,-3390251,5671088,2761653903
1731,2024-02-03_02:04:27,1706925867.772,1706925867781354,2299,525885772,3848601088,-325499133,-7314082,13627934,92487,-1427189,3643224,4038194523
1732,2024-02-03_02:04:27,1706925867.78,1706925867788588,2299,525885780,3848601088,-326647796,-7213717,11339951,-94155,-1189044,3388090,169381567
1733,2024-02-03_02:04:27,1706925867.788,1706925867796453,2299,525885788,3848601088,-324729858,-8398789,12659353,363418,-1877827,4192648,4099696611
1734,2024-02-03_02:04:27,1706925867.796,1706925867804616,2299,525885796,3848601088,-323368939,-4997246,16778058,-358969,179706,4617177,3358181590
1735,2024-02-03_02:04:27,1706925867.804,1706925867812437,2299,525885804,3848601088,-325714314,-6018983,14710211,-1013358,2293753,3896651,2413735173
1736,2024-02-03_02:04:27,1706925867.812,1706925867820662,2299,525885812,3848601088,-325010390,-6899090,10862238,-795296,2837428,2360502,1805966204
1737,2024-02-03_02:04:27,1706925867.82,1706925867828396,2299,525885820,3848601088,-319224936,-7328157,9696113,-235288,2089271,2439349,1264505449
1738,2024-02-03_02:04:27,1706925867.828,1706925867836486,2299,525885828,3848601088,-318766925,-4852572,12921594,-133426,2425759,593491,3833468226
1739,2024-02-03_02:04:27,1706925867.836,1706925867845500,2299,525885836,3848601088,-320953285,-985984,19447751,-78700,3195000,-1091072,2245525878
1740,2024-02-03_02:04:27,1706925867.844,1706925867852613,2299,525885844,3848601088,-329738155,-9939988,23025098,77106,3859110,-3241251,2432170992
1741,2024-02-03_02:04:27,1706925867.852,1706925867860590,2299,525885852,3848601088,-325960418,-9505877,21483889,-885027,6265562,-2672028,2932397917
1742,2024-02-03_02:04:27,1706925867.86,1706925867868587,2299,525885860,3848601088,-317942073,-6656682,13450070,-1073032,6271886,397889,2802577089
1743,2024-02-03_02:04:27,1706925867.868,1706925867876721,2299,525885868,3848601088,-313975358,-1196227,8303786,-508161,4148407,-3169733,520672427
1744,2024-02-03_02:04:27,1706925867.876,1706925867884437,2299,525885876,3848601088,-317130713,-6512319,14278564,3049,1527476,-5535002,1448711416
1745,2024-02-03_02:04:27,1706925867.884,1706925867892197,2299,525885884,3848601088,-321535391,-9362566,19960552,178802,710270,-6677470,2239879538
1746,2024-02-03_02:04:27,1706925867.892,1706925867900901,2299,525885892,3848601088,-319279412,-4891491,20968584,-468912,1963429,-7646073,540846920
1747,2024-02-03_02:04:27,1706925867.9,1706925867909202,2299,525885900,3848601088,-323870394,-9837965,17584963,-1329276,3057070,-7539423,2635386421
1748,2024-02-03_02:04:27,1706925867.908,1706925867916346,2299,525885908,3848601088,-328442683,-12647397,9654434,-807875,1827405,-6863052,746584325
1749,2024-02-03_02:04:27,1706925867.916,1706925867924244,2299,525885916,3848601088,-323137921,473780,13323633,794567,-1025012,-7947914,1385109592
1750,2024-02-03_02:04:27,1706925867.924,1706925867932289,2299,525885924,3848601088,-335283220,-648192,21039259,1074348,-885002,-14130037,3677887457
1751,2024-02-03_02:04:27,1706925867.932,1706925867941357,2299,525885932,3848601088,-357879718,-13909306,23632263,252601,1481128,-13457733,2236585792
1752,2024-02-03_02:04:27,1706925867.94,1706925867948219,2299,525885940,3848601088,-355571373,-10456578,22200716,-423998,2896463,-5447984,4208291026
1753,2024-02-03_02:04:27,1706925867.948,1706925867956404,2299,525885948,3848601088,-350347212,-10268757,18452123,-531302,3128083,-579352,1553744169
1754,2024-02-03_02:04:27,1706925867.956,1706925867964609,2299,525885956,3848601088,-343647700,-4929973,16731310,-228082,3126386,111560,671405247
1755,2024-02-03_02:04:27,1706925867.964,1706925867972523,2299,525885964,3848601088,-344143877,-7277218,16661975,251798,2062105,-645005,1096659278
1756,2024-02-03_02:04:27,1706925867.972,1706925867980485,2299,525885972,3848601088,-345799776,-10534110,18061532,700316,766591,179111,1113907329
1757,2024-02-03_02:04:27,1706925867.98,1706925867988164,2299,525885980,3848601088,-339444318,-12677982,20153335,738827,-44673,4520278,2656277430
1758,2024-02-03_02:04:27,1706925867.988,1706925867996289,2299,525885988,3848601088,-327380434,-10889243,21912100,479565,641542,7259111,2650560523
1759,2024-02-03_02:04:28,1706925867.996,1706925868005552,2299,525885996,3848601088,-317842769,-3248544,21481650,671555,1634629,5938685,2739264926
1760,2024-02-03_02:04:28,1706925868.004,1706925868013733,2299,525886004,3848601088,-322500238,-6059254,16991251,864750,1913419,889670,1799617124
1761,2024-02-03_02:04:28,1706925868.012,1706925868020901,2299,525886012,3848601088,-327696359,-10093920,12885653,911308,864613,25411,884300440
1762,2024-02-03_02:04:28,1706925868.02,1706925868028472,2299,525886020,3848601088,-321474457,-7998372,13686015,1039073,-1059690,1618396,525140610
1763,2024-02-03_02:04:28,1706925868.028,1706925868036379,2299,525886028,3848601088,-314712690,-7498003,16579512,949614,-1592115,534801,1360195242
1764,2024-02-03_02:04:28,1706925868.036,1706925868044348,2299,525886036,3848601088,-321224795,-10878299,17029247,481913,-1366084,764075,2001226908
1765,2024-02-03_02:04:28,1706925868.044,1706925868052314,2299,525886044,3848601088,-322687324,-9852121,13081812,487061,-1722581,1991242,1860579929
1766,2024-02-03_02:04:28,1706925868.052,1706925868060537,2299,525886052,3848601088,-318263489,-8229767,15086452,586602,-2259083,2639307,1098742540
1767,2024-02-03_02:04:28,1706925868.06,1706925868068432,2299,525886060,3848601088,-320834253,-10199556,15083210,57810,-1405737,1729011,1046798890
1768,2024-02-03_02:04:28,1706925868.068,1706925868076386,2299,525886068,3848601088,-318865876,-10110414,9883445,-188157,-1528430,4318483,3221056940
1769,2024-02-03_02:04:28,1706925868.076,1706925868084423,2299,525886076,3848601088,-314472802,-5720723,12497046,448528,-2590585,2772465,1302262733
1770,2024-02-03_02:04:28,1706925868.084,1706925868092475,2299,525886084,3848601088,-320364328,-7870387,15631229,738135,-2658770,902054,3637791893
1771,2024-02-03_02:04:28,1706925868.092,1706925868101637,2299,525886092,3848601088,-323442188,-10981291,10937399,-73972,-1139581,874796,3153613329
1772,2024-02-03_02:04:28,1706925868.1,1706925868108208,2299,525886100,3848666624,-320370274,-5799355,9674340,-490517,-700504,2823395,2021151698
1773,2024-02-03_02:04:28,1706925868.108,1706925868116303,2299,525886108,3848601088,-324663265,-9380477,11701655,195570,-1863600,2527845,4039063991
1774,2024-02-03_02:04:28,1706925868.116,1706925868124254,2299,525886116,3848601088,-324423514,-7941016,13668633,417084,-1704403,904627,3476942862
1775,2024-02-03_02:04:28,1706925868.124,1706925868132297,2299,525886124,3848601088,-321656966,-4263968,14773489,132180,-1239208,2794943,3768936932
1776,2024-02-03_02:04:28,1706925868.132,1706925868140388,2299,525886132,3848666624,-333422463,-9229646,13543768,-76632,-113439,237165,2897200573
1777,2024-02-03_02:04:28,1706925868.14,1706925868148342,2299,525886140,3848601088,-334555262,-7265393,16372832,-115423,419756,3327525,2019898804
1778,2024-02-03_02:04:28,1706925868.148,1706925868156341,2299,525886148,3848601088,-332617635,-10131204,16487034,-540317,2045238,4089271,516387826
1779,2024-02-03_02:04:28,1706925868.156,1706925868164440,2299,525886156,3848601088,-331245215,-1790138,13972884,-865386,3367705,1785600,2650851962
1780,2024-02-03_02:04:28,1706925868.164,1706925868172338,2299,525886164,3848601088,-332892767,-4834827,10507300,-68167,2065171,138122,3177611170
1781,2024-02-03_02:04:28,1706925868.172,1706925868180265,2299,525886172,3848601088,-337466327,-13603254,14654472,570644,1220560,5689,3573443452
1782,2024-02-03_02:04:28,1706925868.18,1706925868188433,2299,525886180,3848601088,-328673159,-5156419,21376686,194556,1685936,3683874,4216603561
1783,2024-02-03_02:04:28,1706925868.188,1706925868196383,2299,525886188,3848601088,-328182591,-4033671,19925945,-71266,2780199,2447424,240961697
1784,2024-02-03_02:04:28,1706925868.196,1706925868204470,2299,525886196,3848601088,-338176220,-3722333,19112618,119722,3534188,-1346810,390032675
1785,2024-02-03_02:04:28,1706925868.204,1706925868212419,2299,525886204,3848601088,-345660420,-7382051,17534657,-29262,2883278,-500546,3753594338
1786,2024-02-03_02:04:28,1706925868.212,1706925868220475,2299,525886212,3848601088,-344461313,-13529792,17467859,-231976,2466389,1226762,2499379582
1787,2024-02-03_02:04:28,1706925868.22,1706925868228297,2299,525886220,3848601088,-332877494,-8322412,16752915,-138558,1917575,1937891,465231079
1788,2024-02-03_02:04:28,1706925868.228,1706925868236210,2299,525886228,3848601088,-322834329,-1968487,15280095,-182215,922775,2454408,1700004787
1789,2024-02-03_02:04:28,1706925868.236,1706925868244398,2299,525886236,3848601088,-332157047,-4701584,17603411,-228193,1126210,-576115,2806129351
1790,2024-02-03_02:04:28,1706925868.244,1706925868252388,2299,525886244,3848601088,-345652593,-8134909,21006143,-277918,1317243,-1223689,4098889972
1791,2024-02-03_02:04:28,1706925868.252,1706925868261269,2299,525886252,3848601088,-338079508,-10691756,18608809,-562442,1130755,4040910,4194685192
1792,2024-02-03_02:04:28,1706925868.26,1706925868268333,2299,525886260,3848601088,-319460233,-6410119,16450406,-84206,263617,5562702,1392076410
1793,2024-02-03_02:04:28,1706925868.268,1706925868276267,2299,525886268,3848601088,-317995378,-3367388,19831554,526272,383717,915052,3758817575
1794,2024-02-03_02:04:28,1706925868.276,1706925868284429,2299,525886276,3848601088,-326714327,-6919077,15295852,572670,937941,-2130333,2041788374
1795,2024-02-03_02:04:28,1706925868.284,1706925868292363,2299,525886284,3848601088,-326578103,-5140105,14787528,508068,914471,-3502550,2860090582
1796,2024-02-03_02:04:28,1706925868.292,1706925868300339,2299,525886292,3848601088,-331740233,-6977034,20307261,263592,2125694,-3899182,3902973816
1797,2024-02-03_02:04:28,1706925868.3,1706925868308300,2299,525886300,3848601088,-331779276,-8140176,17106728,25346,3003449,-475749,3843130571
1798,2024-02-03_02:04:28,1706925868.308,1706925868316270,2299,525886308,3848601088,-319288784,-7913154,17004097,-3135,2966496,-175254,8235361
1799,2024-02-03_02:04:28,1706925868.316,1706925868324352,2299,525886316,3848601088,-308902884,-5007975,15277734,-710381,4064787,-2894438,24846873
1800,2024-02-03_02:04:28,1706925868.324,1706925868332431,2299,525886324,3848601088,-320933452,-6713408,10847383,-631593,3830652,-6015981,2701920898
1801,2024-02-03_02:04:28,1706925868.332,1706925868340231,2299,525886332,3848601088,-331900822,-4822412,15388859,-405235,2514530,-6809831,3316073332
1802,2024-02-03_02:04:28,1706925868.34,1706925868348399,2299,525886340,3848601088,-334961604,-7226325,14491207,-1013702,2680542,-5275010,90329684
1803,2024-02-03_02:04:28,1706925868.348,1706925868356675,2299,525886348,3848601088,-335295450,-12862179,12022382,-567758,1728488,-4017399,1970527383
1804,2024-02-03_02:04:28,1706925868.356,1706925868364680,2299,525886356,3848601088,-315685794,-3431170,19613918,79953,-155824,-2057498,2881621052
1805,2024-02-03_02:04:28,1706925868.364,1706925868372499,2299,525886364,3848601088,-312565516,-5402966,19215528,-521509,1202511,-5951012,923671850
1806,2024-02-03_02:04:28,1706925868.372,1706925868380532,2299,525886372,3848601088,-327269738,-8930065,14209927,-1323387,2574827,-7477817,1533974729
1807,2024-02-03_02:04:28,1706925868.38,1706925868388313,2299,525886380,3848601088,-330713798,-7077518,14929334,-875534,1064846,-4588431,1351303863
1808,2024-02-03_02:04:28,1706925868.388,1706925868396342,2299,525886388,3848601088,-329367872,-10524416,15020398,-787552,1063562,-3059014,3563194902
1809,2024-02-03_02:04:28,1706925868.396,1706925868404489,2299,525886396,3848601088,-320328949,-6526823,11645957,-1305170,1060899,-1137421,1147364356
1810,2024-02-03_02:04:28,1706925868.404,1706925868412365,2299,525886404,3848601088,-306397102,-4709712,9591560,-1161114,-239466,-3666400,3337894653
1811,2024-02-03_02:04:28,1706925868.412,1706925868420457,2299,525886412,3848535552,-311988258,-4415296,14486042,-571888,-1272343,-7940974,618330463
1812,2024-02-03_02:04:28,1706925868.42,1706925868428288,2299,525886420,3848601088,-327405550,-3665867,17249793,-828618,-973129,-10084637,562563291
1813,2024-02-03_02:04:28,1706925868.428,1706925868436377,2299,525886428,3848601088,-333959223,-11463755,15548403,-1063885,-549373,-9868427,4016766764
1814,2024-02-03_02:04:28,1706925868.436,1706925868444425,2299,525886436,3848601088,-327162908,-7750848,17365573,-1114027,-83826,-5598277,1279362254
1815,2024-02-03_02:04:28,1706925868.444,1706925868452362,2299,525886444,3848601088,-318290405,-4211797,14421482,-1427355,735970,-5020860,1876873091
1816,2024-02-03_02:04:28,1706925868.452,1706925868460449,2299,525886452,3848601088,-318415674,-5030265,12394073,-941875,693156,-9404798,2100057445
1817,2024-02-03_02:04:28,1706925868.46,1706925868468309,2299,525886460,3848601088,-328639904,-5959457,17512459,-529958,-3348,-10686545,2651535393
1818,2024-02-03_02:04:28,1706925868.468,1706925868476290,2299,525886468,3848601088,-334742729,-10854773,17148745,-758077,-298129,-9850824,4281029435
1819,2024-02-03_02:04:28,1706925868.476,1706925868484547,2299,525886476,3848601088,-329102153,-7054866,15348205,-1368432,438672,-6993833,2074816148
1820,2024-02-03_02:04:28,1706925868.484,1706925868492306,2299,525886484,3848601088,-331611496,-4785863,16403788,-1172456,-341428,-6162856,2148189110
1821,2024-02-03_02:04:28,1706925868.492,1706925868500404,2299,525886492,3848601088,-328828762,-1426718,20718987,-1223802,-572011,-8696927,3345866872
1822,2024-02-03_02:04:28,1706925868.5,1706925868508571,2299,525886500,3848601088,-332503047,-7104435,19322616,-1519071,335471,-12137986,1730568018
1823,2024-02-03_02:04:28,1706925868.508,1706925868516445,2299,525886508,3848601088,-341343305,-10769180,15202559,-877031,-494890,-12612629,364313608
1824,2024-02-03_02:04:28,1706925868.516,1706925868524310,2299,525886516,3848601088,-337129590,-7295262,17063575,-898487,-958669,-8179548,2041175459
1825,2024-02-03_02:04:28,1706925868.524,1706925868532456,2299,525886524,3848666624,-334854189,-4317709,19162210,-831743,-149019,-8598221,4070116147
1826,2024-02-03_02:04:28,1706925868.532,1706925868540420,2299,525886532,3848601088,-337885362,-5015776,17221937,-640964,164966,-9319967,1606830578
1827,2024-02-03_02:04:28,1706925868.54,1706925868548329,2299,525886540,3848601088,-337358193,-11091606,15829049,-899283,689478,-8403955,2075455854
1828,2024-02-03_02:04:28,1706925868.548,1706925868556339,2299,525886548,3848601088,-334257812,-6771016,15589193,-1089132,1389086,-6285397,1670381058
1829,2024-02-03_02:04:28,1706925868.556,1706925868564405,2299,525886556,3848601088,-336956317,-8540824,17144113,-1247519,1359313,-6054537,1430536824
1830,2024-02-03_02:04:28,1706925868.564,1706925868573243,2299,525886564,3848601088,-337189778,-6595442,18431730,-1584653,2371722,-8801894,2066931010
1831,2024-02-03_02:04:28,1706925868.572,1706925868580405,2299,525886572,3848601088,-337650554,-3344717,14972458,-1919508,2891489,-6835146,2386522855
1832,2024-02-03_02:04:28,1706925868.58,1706925868588460,2299,525886580,3848601088,-341861780,-11855670,15068134,-1357691,1888987,-7498173,1655648337
1833,2024-02-03_02:04:28,1706925868.588,1706925868596236,2299,525886588,3848601088,-333803806,-11398121,19385675,-1352714,1742275,-4189801,4128833608
1834,2024-02-03_02:04:28,1706925868.596,1706925868604584,2299,525886596,3848601088,-328901922,-5004933,18955483,-2208376,3071484,-1027770,3914884857
1835,2024-02-03_02:04:28,1706925868.604,1706925868613976,2299,525886604,3848601088,-343074485,-6726238,13927452,-1792603,2570404,-4719201,226172749
1836,2024-02-03_02:04:28,1706925868.612,1706925868620424,2299,525886612,3848601088,-345263671,-13098970,15031305,-785949,-524318,-361309,4284854172
1837,2024-02-03_02:04:28,1706925868.62,1706925868628260,2299,525886620,3848601088,-336590930,-8937537,19016740,-863098,-359068,2617181,3547215934
