,Localtime,gps_epoch_second,Receivetime,Week,Seconds,ImuStatus,ZAccel,YAccel,XAccel,ZGyro,YGyro,XGyro,CrcCheck
3643,2024-02-03_02:04:43,1706925883.068,1706925883076524,2299,525901068,3848470016,-309481099,6108958,11014669,-5176632,5015264,1357968,3733606423
3644,2024-02-03_02:04:43,1706925883.076,1706925883084232,2299,525901076,3848470016,-339877509,-10181467,21407623,-2711288,1446068,906455,2858828388
3645,2024-02-03_02:04:43,1706925883.084,1706925883092230,2299,525901084,3848470016,-324220821,11127097,22788138,-2809569,1666475,95866,3919280184
3646,2024-02-03_02:04:43,1706925883.092,1706925883100571,2299,525901092,3848470016,-320183630,-2851881,12528022,-5610072,6302697,-3753552,1285538339
3647,2024-02-03_02:04:43,1706925883.1,1706925883108230,2299,525901100,3848470016,-324379383,-12602570,13987032,-5005558,5571681,6874633,1429927626
3648,2024-02-03_02:04:43,1706925883.108,1706925883116315,2299,525901108,3848470016,-302287830,-3990760,26506149,-3750748,5835868,5869988,1367452304
3649,2024-02-03_02:04:43,1706925883.116,1706925883124448,2299,525901116,3848470016,-286784986,-6513789,30340495,-4060573,9646591,1282354,936519022
3650,2024-02-03_02:04:43,1706925883.124,1706925883132325,2299,525901124,3848470016,-283670715,9532990,15543036,-6066467,13872298,2670252,2266491500
3651,2024-02-03_02:04:43,1706925883.132,1706925883140388,2299,525901132,3848470016,-318994150,4664940,-632532,-6028703,12470275,-4881859,3210362416
3652,2024-02-03_02:04:43,1706925883.14,1706925883148272,2299,525901140,3848470016,-347666073,-12081808,5394758,-1785485,1776036,1151249,1809612780
3653,2024-02-03_02:04:43,1706925883.148,1706925883156339,2299,525901148,3848535552,-317467623,-10759,39546021,-123624,-2960236,9287814,2044181525
3654,2024-02-03_02:04:43,1706925883.156,1706925883164453,2299,525901156,3848470016,-291647723,5215478,44993329,-3041252,6114401,-61209,4261635853
3655,2024-02-03_02:04:43,1706925883.164,1706925883172562,2299,525901164,3848470016,-316729387,298182,19878060,-5197022,12298398,-6629513,2082690446
3656,2024-02-03_02:04:43,1706925883.172,1706925883180454,2299,525901172,3848470016,-342479164,1399361,9010060,-4425803,7903765,-9555280,4228127097
3657,2024-02-03_02:04:43,1706925883.18,1706925883188395,2299,525901180,3848470016,-341601767,-2576332,5974018,-4621442,4609898,-7842143,1302707478
3658,2024-02-03_02:04:43,1706925883.188,1706925883196374,2299,525901188,3848470016,-332732441,1372409,7790487,-3314997,740918,-2196936,813149351
3659,2024-02-03_02:04:43,1706925883.196,1706925883204593,2299,525901196,3848470016,-326535305,-3021605,16500619,-897590,-4870548,481228,4219332855
3660,2024-02-03_02:04:43,1706925883.204,1706925883212289,2299,525901204,3848470016,-328154664,-12604543,27387745,-1789111,-3716498,5091904,1346533686
3661,2024-02-03_02:04:43,1706925883.212,1706925883221371,2299,525901212,3848470016,-333774895,-2691468,21533334,-3289669,-831233,8904867,4268307955
3662,2024-02-03_02:04:43,1706925883.22,1706925883228296,2299,525901220,3848470016,-334319233,7601784,10496614,-4300283,-628923,3585960,1110106102
3663,2024-02-03_02:04:43,1706925883.228,1706925883236536,2299,525901228,3848470016,-334429709,4335468,11646172,-5158654,-1284153,668736,1155025590
3664,2024-02-03_02:04:43,1706925883.236,1706925883244219,2299,525901236,3848470016,-340716642,-3176288,9813665,-5161876,-2270266,2150420,1100137937
3665,2024-02-03_02:04:43,1706925883.244,1706925883253204,2299,525901244,3848470016,-335680223,3937818,1803929,-3439917,-6179884,3072426,2775276728
3666,2024-02-03_02:04:43,1706925883.252,1706925883260336,2299,525901252,3848470016,-330161041,1971407,5493606,-2142109,-9510413,1732053,3043245638
3667,2024-02-03_02:04:43,1706925883.26,1706925883268308,2299,525901260,3848470016,-334625296,-3526861,16927935,-2652942,-7812407,-2804182,1395650570
3668,2024-02-03_02:04:43,1706925883.268,1706925883276352,2299,525901268,3848470016,-332119006,1386255,20193316,-4166764,-4377089,-2426401,317165138
3669,2024-02-03_02:04:43,1706925883.276,1706925883285250,2299,525901276,3848470016,-333916401,-6454529,15692900,-4500072,-2269151,-553976,2888538181
3670,2024-02-03_02:04:43,1706925883.284,1706925883292387,2299,525901284,3848470016,-335679116,-6382328,13641474,-4679659,-944378,5685387,3093644942
3671,2024-02-03_02:04:43,1706925883.292,1706925883300434,2299,525901292,3848470016,-323381482,5226203,7672906,-5170427,-78994,9341008,229573635
3672,2024-02-03_02:04:43,1706925883.3,1706925883308346,2299,525901300,3848470016,-324812459,1954192,2414616,-4220926,-1230804,3037386,2237245385
3673,2024-02-03_02:04:43,1706925883.308,1706925883317252,2299,525901308,3848470016,-328313100,41963,13461245,-3330223,-3363221,3735879,1249653721
3674,2024-02-03_02:04:43,1706925883.316,1706925883324431,2299,525901316,3848470016,-326764160,1668995,20465095,-4250281,-897705,-1550727,76353605
3675,2024-02-03_02:04:43,1706925883.324,1706925883332196,2299,525901324,3848470016,-325965106,3667586,19424288,-5468104,2027986,-3580133,3320411369
3676,2024-02-03_02:04:43,1706925883.332,1706925883340256,2299,525901332,3848470016,-327044909,-4924920,16539829,-5369127,1769561,-1031301,3366042803
3677,2024-02-03_02:04:43,1706925883.34,1706925883349260,2299,525901340,3848470016,-321126606,3008133,16341216,-4831631,1658347,-4748478,2831283963
3678,2024-02-03_02:04:43,1706925883.348,1706925883356439,2299,525901348,3848470016,-319798429,4919827,14979244,-5185093,1327004,-3844092,155283175
3679,2024-02-03_02:04:43,1706925883.356,1706925883364476,2299,525901356,3848470016,-328370546,-4458725,13287435,-4838777,-502302,-7888898,3150684298
3680,2024-02-03_02:04:43,1706925883.364,1706925883372444,2299,525901364,3848470016,-322770672,2093189,19929043,-4261835,-3973388,-5138682,1405429070
3681,2024-02-03_02:04:43,1706925883.372,1706925883381236,2299,525901372,3848470016,-323944398,767954,23943966,-4283804,-4016326,-4735306,1606002423
3682,2024-02-03_02:04:43,1706925883.38,1706925883388295,2299,525901380,3848470016,-335586017,-3532026,23913860,-3872887,-3544642,-3878622,2633730203
3683,2024-02-03_02:04:43,1706925883.388,1706925883396382,2299,525901388,3848470016,-326433187,-1075380,23016429,-3789981,-3815250,-1092389,3405494235
3684,2024-02-03_02:04:43,1706925883.396,1706925883404506,2299,525901396,3848470016,-319367586,-535443,18575663,-4048264,-1502288,-3870911,1341072074
3685,2024-02-03_02:04:43,1706925883.404,1706925883413246,2299,525901404,3848470016,-327219669,3671124,20389137,-3407586,-789768,-3969675,885826956
3686,2024-02-03_02:04:43,1706925883.412,1706925883420609,2299,525901412,3848470016,-333149991,4971103,19171474,-2674335,-1001809,-7223617,196191576
3687,2024-02-03_02:04:43,1706925883.42,1706925883428420,2299,525901420,3848470016,-328516088,1318133,18411947,-3219884,1177907,-10185629,4186858169
3688,2024-02-03_02:04:43,1706925883.428,1706925883436425,2299,525901428,3848470016,-324702686,-5399032,19442876,-3375615,1754315,-8521290,3905563690
3689,2024-02-03_02:04:43,1706925883.436,1706925883445426,2299,525901436,3848470016,-318083783,64920,16311379,-3234481,774777,-5552894,2797752955
3690,2024-02-03_02:04:43,1706925883.444,1706925883452541,2299,525901444,3848470016,-313943274,6193695,21318368,-3066624,550715,-6025983,4100968372
3691,2024-02-03_02:04:43,1706925883.452,1706925883460661,2299,525901452,3848470016,-332591081,-4255669,17121972,-3109334,1102210,-10269152,775980697
3692,2024-02-03_02:04:43,1706925883.46,1706925883468349,2299,525901460,3848470016,-336160059,1772178,19564116,-2782208,620587,-9067585,2661398116
3693,2024-02-03_02:04:43,1706925883.468,1706925883476555,2299,525901468,3848470016,-327737763,26161,22405587,-2966531,564424,-8376647,559200378
3694,2024-02-03_02:04:43,1706925883.476,1706925883484712,2299,525901476,3848470016,-318161516,1608063,16877967,-2722279,-23491,-8316346,2035690132
3695,2024-02-03_02:04:43,1706925883.484,1706925883492494,2299,525901484,3848470016,-319290791,-4015640,20945579,-1864243,-1146846,-11458928,2906509313
3696,2024-02-03_02:04:43,1706925883.492,1706925883501433,2299,525901492,3848470016,-318425890,1828463,24940451,-2088589,-1297078,-13805800,156827739
3697,2024-02-03_02:04:43,1706925883.5,1706925883509275,2299,525901500,3848470016,-320318349,5292386,22365390,-2548342,-1592084,-12765506,3989273653
3698,2024-02-03_02:04:43,1706925883.508,1706925883516502,2299,525901508,3848470016,-332849032,-516638,17409139,-3229697,-438734,-16694100,2234260139
3699,2024-02-03_02:04:43,1706925883.516,1706925883524499,2299,525901516,3848470016,-336399658,-3429261,14824475,-2215902,-2820412,-12317521,3589071116
3700,2024-02-03_02:04:43,1706925883.524,1706925883532279,2299,525901524,3848470016,-324531872,-3533595,14049018,-1476793,-4660622,-11353895,650040485
3701,2024-02-03_02:04:43,1706925883.532,1706925883541239,2299,525901532,3848470016,-310671867,4928564,18696611,-1816968,-3864053,-11385053,3630753374
3702,2024-02-03_02:04:43,1706925883.54,1706925883548426,2299,525901540,3848470016,-323750192,-5131464,19857895,-2160034,-2135232,-15043671,3767605803
3703,2024-02-03_02:04:43,1706925883.548,1706925883556399,2299,525901548,3848470016,-334288699,5284893,17560495,-2390123,-1076694,-16219888,3610653916
3704,2024-02-03_02:04:43,1706925883.556,1706925883564649,2299,525901556,3848470016,-346913431,-2018359,11355252,-2037888,-1289616,-14373297,476752232
3705,2024-02-03_02:04:43,1706925883.564,1706925883573351,2299,525901564,3848470016,-345532453,-4615071,11644337,-1065760,-1988151,-13575373,3575668837
3706,2024-02-03_02:04:43,1706925883.572,1706925883580601,2299,525901572,3848470016,-321255916,1838295,17593680,-772293,-3041200,-7758095,2149959298
3707,2024-02-03_02:04:43,1706925883.58,1706925883588339,2299,525901580,3848470016,-319231813,173520,20158832,-2083561,912938,-13654890,2366938355
3708,2024-02-03_02:04:43,1706925883.588,1706925883596453,2299,525901588,3848470016,-338107643,4800485,23316118,-2352612,3855528,-16798965,100673209
3709,2024-02-03_02:04:43,1706925883.596,1706925883605500,2299,525901596,3848470016,-349700406,-8955356,12075417,-2416621,4129648,-12911225,499953617
3710,2024-02-03_02:04:43,1706925883.604,1706925883612411,2299,525901604,3848470016,-341656469,-4938644,7530969,-2483062,4020786,-7489656,780727446
3711,2024-02-03_02:04:43,1706925883.612,1706925883620685,2299,525901612,3848470016,-332232882,4878944,15331882,-1755444,3344653,-6627700,1798126834
3712,2024-02-03_02:04:43,1706925883.62,1706925883628500,2299,525901620,3848470016,-329515129,2435894,21105717,-1400454,4258912,-8723109,1660396260
3713,2024-02-03_02:04:43,1706925883.628,1706925883636456,2299,525901628,3848470016,-337909788,-2747180,24676537,-1600059,6674963,-12230532,1134045488
3714,2024-02-03_02:04:43,1706925883.636,1706925883644434,2299,525901636,3848470016,-346940536,-2323465,21507909,-2250723,8767372,-11617947,2336479256
3715,2024-02-03_02:04:43,1706925883.644,1706925883652267,2299,525901644,3848470016,-345943688,613336,15624319,-2855379,9634618,-6806102,2448763955
3716,2024-02-03_02:04:43,1706925883.652,1706925883660401,2299,525901652,3848470016,-346280496,304329,14298553,-1824793,7643805,-4777928,4137726018
3717,2024-02-03_02:04:43,1706925883.66,1706925883668348,2299,525901660,3848470016,-343561930,-3470658,18118059,-446239,4814580,-5137505,1743757260
3718,2024-02-03_02:04:43,1706925883.668,1706925883676347,2299,525901668,3848470016,-334296156,-2778631,19218559,-528637,3739816,-3503849,2092289069
3719,2024-02-03_02:04:43,1706925883.676,1706925883684242,2299,525901676,3848470016,-333273671,2830591,17760002,-896650,3529133,-2615742,3140713540
3720,2024-02-03_02:04:43,1706925883.684,1706925883692414,2299,525901684,3848470016,-340319837,157308,20810328,-810934,3137109,-3220515,924728569
3721,2024-02-03_02:04:43,1706925883.692,1706925883701750,2299,525901692,3848470016,-345283465,-7869795,18797804,-1242563,3561913,-1399677,1543577829
3722,2024-02-03_02:04:43,1706925883.7,1706925883708289,2299,525901700,3848470016,-332809054,3740463,10539604,-1450233,3081599,1553578,2103232584
3723,2024-02-03_02:04:43,1706925883.708,1706925883716348,2299,525901708,3848470016,-329211720,2698359,10645004,-742796,1747365,-1495244,213214758
3724,2024-02-03_02:04:43,1706925883.716,1706925883724285,2299,525901716,3848470016,-334021628,-4224666,17469675,-327448,2014952,-3427283,3774704234
3725,2024-02-03_02:04:43,1706925883.724,1706925883733152,2299,525901724,3848470016,-330924487,-2455215,20480702,-82393,3484358,-1704910,1629192671
3726,2024-02-03_02:04:43,1706925883.732,1706925883740293,2299,525901732,3848470016,-327180943,-4855061,17824147,-527119,5820010,-1612977,1825852334
3727,2024-02-03_02:04:43,1706925883.74,1706925883748310,2299,525901740,3848470016,-321621400,6044724,16128657,-1517419,8078728,896153,2154616849
3728,2024-02-03_02:04:43,1706925883.748,1706925883756353,2299,525901748,3848470016,-332209161,2017900,6756013,-770181,7173040,-1562019,1480599452
3729,2024-02-03_02:04:43,1706925883.756,1706925883764507,2299,525901756,3848470016,-339013847,-526222,6490978,926158,2320239,-2651417,4019481855
3730,2024-02-03_02:04:43,1706925883.764,1706925883772330,2299,525901764,3848470016,-336672482,-5063196,18652385,1721524,-797069,-1990163,1582894844
3731,2024-02-03_02:04:43,1706925883.772,1706925883780444,2299,525901772,3848535552,-330814519,4087051,24334169,844257,1602206,-1741213,1854697359
3732,2024-02-03_02:04:43,1706925883.78,1706925883788379,2299,525901780,3848470016,-337424218,2916722,27033653,142892,4598202,-2406153,3568391648
3733,2024-02-03_02:04:43,1706925883.788,1706925883796338,2299,525901788,3848470016,-347806812,-9682353,21518262,-900637,6925078,-3213331,2296192457
3734,2024-02-03_02:04:43,1706925883.796,1706925883804371,2299,525901796,3848470016,-337077294,5364537,7120975,-1123875,7101949,2118626,1630777762
3735,2024-02-03_02:04:43,1706925883.804,1706925883812299,2299,525901804,3848470016,-338957286,-4227440,14677,229126,3674977,2587066,3115252377
3736,2024-02-03_02:04:43,1706925883.812,1706925883820428,2299,525901812,3848470016,-333438311,-1403326,8435703,1327883,-10113,547139,2496659965
3737,2024-02-03_02:04:43,1706925883.82,1706925883829204,2299,525901820,3848470016,-329449106,6114160,20321759,1913708,-1728705,1271732,1974406638
3738,2024-02-03_02:04:43,1706925883.828,1706925883836242,2299,525901828,3848470016,-346808911,-3265168,22619887,694068,1962568,-2454056,1516697447
3739,2024-02-03_02:04:43,1706925883.836,1706925883844387,2299,525901836,3848470016,-347193465,-520827,20810256,-165560,4570390,994888,3895354785
3740,2024-02-03_02:04:43,1706925883.844,1706925883852337,2299,525901844,3848470016,-335210572,-791525,13519779,-1085227,6189168,4339102,4014015421
3741,2024-02-03_02:04:43,1706925883.852,1706925883861362,2299,525901852,3848470016,-331600463,2367860,3522893,-1509237,7236322,2661565,3610136989
3742,2024-02-03_02:04:43,1706925883.86,1706925883868260,2299,525901860,3848470016,-332308735,661516,1065662,-859448,3927207,3714763,3383505633
3743,2024-02-03_02:04:43,1706925883.868,1706925883876431,2299,525901868,3848470016,-333236538,-3852391,8499927,33727,1310262,-440041,508740552
3744,2024-02-03_02:04:43,1706925883.876,1706925883884302,2299,525901876,3848470016,-332791280,-965191,18363589,187357,1834411,1150801,2038819719
3745,2024-02-03_02:04:43,1706925883.884,1706925883892328,2299,525901884,3848470016,-331544119,-2392538,19434173,-801529,4241801,4844456,2415239503
3746,2024-02-03_02:04:43,1706925883.892,1706925883900257,2299,525901892,3848470016,-326830133,5308227,17070931,-2020981,7698295,3509400,1204954180
3747,2024-02-03_02:04:43,1706925883.9,1706925883908246,2299,525901900,3848470016,-335142534,-3332338,12525261,-1902355,8621828,2903547,2323052330
3748,2024-02-03_02:04:43,1706925883.908,1706925883916295,2299,525901908,3848470016,-329679759,-3383903,9303213,-892155,6187789,4542245,1717876240
3749,2024-02-03_02:04:43,1706925883.916,1706925883925304,2299,525901916,3848470016,-317254376,6847805,12434145,-678526,4722918,2270142,1201997277
3750,2024-02-03_02:04:43,1706925883.924,1706925883932375,2299,525901924,3848470016,-326939251,1643886,19296516,-383503,4482042,172488,428639560
3751,2024-02-03_02:04:43,1706925883.932,1706925883940391,2299,525901932,3848470016,-332362686,-5215329,21914953,-232944,4737163,784260,453124767
3752,2024-02-03_02:04:43,1706925883.94,1706925883948242,2299,525901940,3848470016,-329697139,-3448560,18618750,-310469,5493825,2643217,2221050683
3753,2024-02-03_02:04:43,1706925883.948,1706925883956424,2299,525901948,3848470016,-322913675,2390788,17016532,-182185,5824762,6453056,157721485
3754,2024-02-03_02:04:43,1706925883.956,1706925883964545,2299,525901956,3848470016,-323510081,12257,17104932,68512,6159628,3975408,22206797
3755,2024-02-03_02:04:43,1706925883.964,1706925883972382,2299,525901964,3848470016,-322408727,5289062,15923225,40107,7104148,2409951,1522540915
3756,2024-02-03_02:04:43,1706925883.972,1706925883981415,2299,525901972,3848470016,-328050769,-724136,14226535,312925,6972853,2019679,3379149061
3757,2024-02-03_02:04:43,1706925883.98,1706925883989385,2299,525901980,3848470016,-330197681,-948019,16634278,770618,5134492,2609147,2577207955
3758,2024-02-03_02:04:43,1706925883.988,1706925883996478,2299,525901988,3848470016,-323445794,173378,14167947,1159023,3138509,3165442,3360886066
3759,2024-02-03_02:04:44,1706925883.996,1706925884004989,2299,525901996,3848470016,-313961403,3627442,18105370,605918,2502271,5369177,2160168211
