,Localtime,gps_epoch_second,Receivetime,gps_epoch_second,time_window,Receivetime,diff,Week,Seconds,InsStatus,PosType,Lalitude,Longitude,Height,Undulation,NorthVel,EastVel,UpVel,Roll,Pitch,Azimuth,Latstdev,LongStdev,HeightStdev,NorthVelStdev,EastVelStdev,up_vel_stdev,RollVelStdev,PitchVelStdev,AzimuthVelStdev,ExtSolStat,TimeSinceUpdate,CrcCheck
180,2024-02-03_02:04:32,1706925872 ,1706925872301820 ,1706925872300 ,100 ,1706925872302 ,2 ,2299,525890300,3,56,22.84243181,113.5083796,5.51267352,-5.5,-4.365168476,-7.845698055,0.01604389,1.005995917,-0.400898042,242.2977946,0.037079968,0.037242621,0.034666106,0.02090011,0.020985531,0.012571913,0.034641258,0.034638591,0.094228365,0,0,2068949915
181,2024-02-03_02:04:32,1706925872 ,1706925872401840 ,1706925872400 ,100 ,1706925872402 ,2 ,2299,525890400,3,56,22.84242787,113.508372,5.512399532,-5.5,-4.346069267,-7.825799954,-0.002671334,1.020079683,-0.395815448,242.2897509,0.037079968,0.037242621,0.034666106,0.02090011,0.020985531,0.012571913,0.034641258,0.034638591,0.094228365,0,0,4280967664
182,2024-02-03_02:04:32,1706925873 ,1706925872502220 ,1706925872500 ,100 ,1706925872502 ,2 ,2299,525890500,3,56,22.84242394,113.5083643,5.511973214,-5.5,-4.330179443,-7.80429908,0.010085872,1.057525863,-0.392293509,242.2795689,0.037079968,0.037242621,0.034666106,0.02090011,0.020985531,0.012571913,0.034641258,0.034638591,0.094228365,0,0,792715717
183,2024-02-03_02:04:32,1706925873 ,1706925872601810 ,1706925872600 ,100 ,1706925872602 ,2 ,2299,525890600,3,56,22.84242002,113.5083568,5.511379873,-5.5,-4.326558725,-7.77537994,-0.00112748,1.04397492,-0.382148596,242.2830516,0.037079968,0.037242621,0.034666106,0.02090011,0.020985531,0.012571913,0.034641258,0.034638591,0.094228365,0,0,4286844062
184,2024-02-03_02:04:32,1706925873 ,1706925872701110 ,1706925872700 ,100 ,1706925872701 ,1 ,2299,525890700,3,56,22.84241611,113.5083492,5.511542603,-5.5,-4.316258263,-7.748219494,0.007522819,0.996113154,-0.391117269,242.2864304,0.037079968,0.037242621,0.034666106,0.02090011,0.020985531,0.012571913,0.034641258,0.034638591,0.094228365,0,0,1477476011
185,2024-02-03_02:04:32,1706925873 ,1706925872801830 ,1706925872800 ,100 ,1706925872802 ,2 ,2299,525890800,3,56,22.84241222,113.5083417,5.511651403,-5.5,-4.295580785,-7.728891389,0.009974076,0.979969509,-0.413161066,242.2919855,0.037079968,0.037242621,0.034666106,0.02090011,0.020985531,0.012571913,0.034641258,0.034638591,0.094228365,0,0,221957067
186,2024-02-03_02:04:32,1706925873 ,1706925872901710 ,1706925872900 ,100 ,1706925872902 ,2 ,2299,525890900,3,56,22.84240834,113.5083341,5.511430616,-5.5,-4.283441937,-7.705058388,0.007195887,0.970676546,-0.417502341,242.3046097,0.037079968,0.037242621,0.034666106,0.02090011,0.020985531,0.012571913,0.034641258,0.034638591,0.094228365,0,0,3672592180
187,2024-02-03_02:04:32,1706925873 ,1706925873001590 ,1706925873000 ,100 ,1706925873002 ,2 ,2299,525891000,3,56,22.84240447,113.5083266,5.51141824,-5.5,-4.270460431,-7.680795592,0.004971073,0.919894152,-0.427788319,242.3200511,0.037079968,0.037242621,0.034666106,0.02090011,0.020985531,0.012571913,0.034641258,0.034638591,0.094228365,0,0,3435693822
188,2024-02-03_02:04:33,1706925873 ,1706925873101720 ,1706925873100 ,100 ,1706925873102 ,2 ,2299,525891100,3,56,22.84240061,113.5083192,5.51087578,-5.5,-4.255405096,-7.664377276,0.002295681,0.90927113,-0.501573484,242.3341565,0.037094086,0.037259582,0.034433603,0.020351479,0.020423345,0.011336396,0.03474677,0.034737855,0.095547035,0,0,157933843
189,2024-02-03_02:04:33,1706925873 ,1706925873201710 ,1706925873200 ,100 ,1706925873202 ,2 ,2299,525891200,3,56,22.84239676,113.5083117,5.510026161,-5.5,-4.245788048,-7.644731514,-0.001817363,0.862711564,-0.612662769,242.3436828,0.037094086,0.037259582,0.034433603,0.020351479,0.020423345,0.011336396,0.03474677,0.034737855,0.095547035,0,0,1114816046
190,2024-02-03_02:04:33,1706925873 ,1706925873301250 ,1706925873300 ,100 ,1706925873301 ,1 ,2299,525891300,3,56,22.84239293,113.5083043,5.50891478,-5.5,-4.231993899,-7.622207423,-0.006333152,0.861941578,-0.710506989,242.3625009,0.037094086,0.037259582,0.034433603,0.020351479,0.020423345,0.011336396,0.03474677,0.034737855,0.095547035,0,0,602424363
191,2024-02-03_02:04:33,1706925873 ,1706925873401780 ,1706925873400 ,100 ,1706925873402 ,2 ,2299,525891400,3,56,22.84238911,113.5082968,5.506248418,-5.5,-4.215949333,-7.602431109,-0.033940926,0.867229214,-0.739319099,242.3807099,0.037094086,0.037259582,0.034433603,0.020351479,0.020423345,0.011336396,0.03474677,0.034737855,0.095547035,0,0,4069874705
192,2024-02-03_02:04:33,1706925874 ,1706925873503120 ,1706925873500 ,100 ,1706925873503 ,3 ,2299,525891500,3,56,22.84238531,113.5082894,5.501489279,-5.5,-4.20451421,-7.584948965,-0.048957646,0.847010327,-0.691419314,242.3904746,0.037094086,0.037259582,0.034433603,0.020351479,0.020423345,0.011336396,0.03474677,0.034737855,0.095547035,0,0,3573615202
193,2024-02-03_02:04:33,1706925874 ,1706925873601760 ,1706925873600 ,100 ,1706925873602 ,2 ,2299,525891600,3,56,22.84238151,113.5082821,5.495529961,-5.5,-4.188576604,-7.564024701,-0.055330796,0.859226047,-0.681029854,242.4116074,0.037094086,0.037259582,0.034433603,0.020351479,0.020423345,0.011336396,0.03474677,0.034737855,0.095547035,0,0,236273549
194,2024-02-03_02:04:33,1706925874 ,1706925873701880 ,1706925873700 ,100 ,1706925873702 ,2 ,2299,525891700,3,56,22.84237773,113.5082747,5.489991865,-5.5,-4.172903215,-7.551563519,-0.037242804,0.88657147,-0.685786522,242.4271363,0.037094086,0.037259582,0.034433603,0.020351479,0.020423345,0.011336396,0.03474677,0.034737855,0.095547035,0,0,770706548
195,2024-02-03_02:04:33,1706925874 ,1706925873801720 ,1706925873800 ,100 ,1706925873802 ,2 ,2299,525891800,3,56,22.84237396,113.5082673,5.486730594,-5.5,-4.168268897,-7.531189151,-0.023685765,0.873029715,-0.765045487,242.4370008,0.037094086,0.037259586,0.034433603,0.020351479,0.020423345,0.011336396,0.03474677,0.034737855,0.095547035,0,0,1971810185
196,2024-02-03_02:04:33,1706925874 ,1706925873901730 ,1706925873900 ,100 ,1706925873902 ,2 ,2299,525891900,3,56,22.8423702,113.50826,5.482787192,-5.5,-4.148293799,-7.5123691,-0.037784264,0.914195674,-0.849821247,242.4510623,0.037094086,0.037259586,0.034433603,0.020351479,0.020423345,0.011336396,0.03474677,0.034737855,0.095547035,0,0,568477423
197,2024-02-03_02:04:33,1706925874 ,1706925874002280 ,1706925874000 ,100 ,1706925874002 ,2 ,2299,525892000,3,56,22.84236645,113.5082527,5.477861177,-5.5,-4.136881267,-7.49111887,-0.045361855,0.913601295,-0.83591008,242.4474093,0.037094086,0.037259586,0.034433603,0.020351479,0.020423345,0.011336396,0.03474677,0.034737855,0.095547035,0,0,4244795975
198,2024-02-03_02:04:34,1706925874 ,1706925874101290 ,1706925874100 ,100 ,1706925874101 ,1 ,2299,525892100,3,56,22.84236272,113.5082454,5.471608549,-5.5,-4.122874906,-7.460904097,-0.063956948,0.923748706,-0.813613425,242.440692,0.036975343,0.037153888,0.03396304,0.020021634,0.020085927,0.010447741,0.033824939,0.033813003,0.096524365,0,0,299068929
199,2024-02-03_02:04:34,1706925874 ,1706925874201770 ,1706925874200 ,100 ,1706925874202 ,2 ,2299,525892200,3,56,22.842359,113.5082382,5.463895962,-5.5,-4.104228732,-7.439080661,-0.066801483,1.008063155,-0.753528721,242.4361395,0.036975343,0.037153888,0.03396304,0.020021634,0.020085927,0.010447741,0.033824939,0.033813003,0.096524365,0,0,1973079388
200,2024-02-03_02:04:34,1706925874 ,1706925874301690 ,1706925874300 ,100 ,1706925874302 ,2 ,2299,525892300,3,56,22.84235529,113.5082309,5.458213768,-5.5,-4.090139843,-7.413946241,-0.041977608,1.026345464,-0.720854474,242.4196558,0.036975343,0.037153888,0.03396304,0.020021634,0.020085927,0.010447741,0.033824939,0.033813003,0.096524365,0,0,3886800678
201,2024-02-03_02:04:34,1706925874 ,1706925874401780 ,1706925874400 ,100 ,1706925874402 ,2 ,2299,525892400,3,56,22.84235159,113.5082237,5.453523274,-5.5,-4.092010759,-7.379922509,-0.038242421,0.979798877,-0.73384249,242.4135422,0.036975343,0.037153888,0.03396304,0.020021634,0.020085927,0.010447741,0.033824939,0.033813003,0.096524365,0,0,2920711271
202,2024-02-03_02:04:34,1706925875 ,1706925874502110 ,1706925874500 ,100 ,1706925874502 ,2 ,2299,525892500,3,56,22.8423479,113.5082165,5.44971033,-5.5,-4.058649546,-7.36024201,-0.03712423,1.059938905,-0.824573508,242.3970603,0.036975343,0.037153888,0.03396304,0.020021634,0.020085927,0.010447741,0.033824939,0.033813003,0.096524365,0,0,4278603264
203,2024-02-03_02:04:34,1706925875 ,1706925874601730 ,1706925874600 ,100 ,1706925874602 ,2 ,2299,525892600,3,56,22.84234424,113.5082094,5.445726756,-5.5,-4.048316073,-7.330362119,-0.03650372,1.012827417,-0.872016173,242.353102,0.036975343,0.037153888,0.03396304,0.020021634,0.020085927,0.010447741,0.033824939,0.033813003,0.096524365,0,0,2069746428
204,2024-02-03_02:04:34,1706925875 ,1706925874701420 ,1706925874700 ,100 ,1706925874701 ,1 ,2299,525892700,3,56,22.84234057,113.5082022,5.440771477,-5.5,-4.052592631,-7.292921204,-0.057990988,0.993052624,-0.912819351,242.326072,0.036975343,0.037153888,0.03396304,0.020021634,0.020085927,0.010447741,0.033824939,0.033813003,0.096524365,0,0,2252534547
205,2024-02-03_02:04:34,1706925875 ,1706925874801740 ,1706925874800 ,100 ,1706925874802 ,2 ,2299,525892800,3,56,22.84233691,113.5081951,5.434128025,-5.5,-4.044681983,-7.267616891,-0.054233711,0.939582901,-0.895082207,242.2987951,0.036975343,0.037153888,0.03396304,0.020021634,0.020085927,0.010447741,0.033824939,0.033813003,0.096524365,0,0,255545590
206,2024-02-03_02:04:34,1706925875 ,1706925874902250 ,1706925874900 ,100 ,1706925874902 ,2 ,2299,525892900,3,56,22.84233326,113.5081881,5.427899695,-5.5,-4.03386821,-7.240106467,-0.074113472,0.905673731,-0.981833198,242.2403113,0.036975343,0.037153888,0.03396304,0.020021634,0.020085927,0.010447741,0.033824939,0.033813003,0.096524365,0,0,734626201
207,2024-02-03_02:04:34,1706925875 ,1706925875002250 ,1706925875000 ,100 ,1706925875002 ,2 ,2299,525893000,3,56,22.84232962,113.508181,5.419735851,-5.5,-4.028642558,-7.214625665,-0.069822842,0.861339463,-0.984192402,242.1937046,0.036975343,0.037153888,0.03396304,0.020021634,0.020085927,0.010447741,0.033824939,0.033813003,0.096524365,0,0,4099300291
208,2024-02-03_02:04:35,1706925875 ,1706925875101740 ,1706925875100 ,100 ,1706925875102 ,2 ,2299,525893100,3,56,22.84232598,113.508174,5.412480879,-5.5,-4.012865142,-7.188400899,-0.061381603,0.889307404,-1.010722164,242.1316497,0.036841113,0.03703,0.033385921,0.019781126,0.019831985,0.009923394,0.032233153,0.032211751,0.097296439,0,0,743889627
209,2024-02-03_02:04:35,1706925875 ,1706925875201710 ,1706925875200 ,100 ,1706925875202 ,2 ,2299,525893200,3,56,22.84232235,113.508167,5.404846479,-5.5,-4.022624818,-7.157383317,-0.076419853,0.8781066,-1.052420819,242.0760918,0.036841113,0.03703,0.033385921,0.019781126,0.019831985,0.009923394,0.032233153,0.032211751,0.097296439,0,0,4039414282
210,2024-02-03_02:04:35,1706925875 ,1706925875301840 ,1706925875300 ,100 ,1706925875302 ,2 ,2299,525893300,3,56,22.84231873,113.5081601,5.395558705,-5.5,-4.011070212,-7.120270643,-0.087358483,0.885911421,-1.006671125,242.0191768,0.036841113,0.03703,0.033385921,0.019781126,0.019831985,0.009923394,0.032233153,0.032211751,0.097296439,0,0,1867944966
211,2024-02-03_02:04:35,1706925875 ,1706925875401950 ,1706925875400 ,100 ,1706925875402 ,2 ,2299,525893400,3,56,22.84231511,113.5081531,5.3867765,-5.5,-3.999397519,-7.092182673,-0.078467422,0.843142442,-0.91178165,241.9491781,0.036841113,0.03703,0.033385921,0.019781126,0.019831985,0.009923394,0.032233153,0.032211751,0.097296439,0,0,2200936649
212,2024-02-03_02:04:35,1706925876 ,1706925875503310 ,1706925875500 ,100 ,1706925875503 ,3 ,2299,525893500,3,56,22.8423115,113.5081462,5.378586587,-5.5,-3.990635066,-7.072777092,-0.073442277,0.908019137,-0.812923779,241.888476,0.036841113,0.03703,0.033385921,0.019781126,0.019831985,0.009923394,0.032233153,0.032211751,0.097296439,0,0,1221767601
213,2024-02-03_02:04:35,1706925876 ,1706925875601750 ,1706925875600 ,100 ,1706925875602 ,2 ,2299,525893600,3,56,22.8423079,113.5081393,5.370689142,-5.5,-4.002253863,-7.031499062,-0.06185789,0.927239702,-0.82605222,241.8253972,0.036841113,0.03703,0.033385921,0.019781126,0.019831985,0.009923394,0.032233153,0.032211751,0.097296439,0,0,3282654154
214,2024-02-03_02:04:35,1706925876 ,1706925875701700 ,1706925875700 ,100 ,1706925875702 ,2 ,2299,525893700,3,56,22.8423043,113.5081325,5.364944279,-5.5,-3.991363989,-7.006188158,-0.033926334,0.908056569,-0.914779403,241.7718135,0.036841113,0.03703,0.033385921,0.019781126,0.019831985,0.009923394,0.032233153,0.032211751,0.097296439,0,0,3473250520
215,2024-02-03_02:04:35,1706925876 ,1706925875801740 ,1706925875800 ,100 ,1706925875802 ,2 ,2299,525893800,3,56,22.8423007,113.5081257,5.361646173,-5.5,-3.975383014,-6.979602824,-0.013922394,0.883987256,-1.0544344,241.7552376,0.036841113,0.03703,0.033385921,0.019781126,0.019831985,0.009923394,0.032233153,0.032211751,0.097296439,0,0,2009103485
216,2024-02-03_02:04:35,1706925876 ,1706925875901750 ,1706925875900 ,100 ,1706925875902 ,2 ,2299,525893900,3,56,22.84229712,113.5081189,5.354984023,-5.5,-3.959610491,-6.956645564,-0.093755852,0.820967247,-1.108301615,241.7434144,0.036841113,0.03703,0.033385921,0.019781126,0.019831985,0.009923394,0.032233153,0.032211751,0.097296439,0,0,3270121823
217,2024-02-03_02:04:35,1706925876 ,1706925876002320 ,1706925876000 ,100 ,1706925876002 ,2 ,2299,525894000,3,56,22.84229354,113.5081121,5.344724924,-5.5,-3.944044999,-6.933345082,-0.093504359,0.853813759,-1.050464941,241.7540674,0.036841113,0.03703,0.033385921,0.019781126,0.019831985,0.009923394,0.032233153,0.032211751,0.097296439,0,0,1300843807
218,2024-02-03_02:04:36,1706925876 ,1706925876101450 ,1706925876100 ,100 ,1706925876101 ,1 ,2299,525894100,3,56,22.84228999,113.5081054,5.335332582,-5.5,-3.933401737,-6.915563408,-0.080218793,0.831080971,-1.039539061,241.7772422,0.036733788,0.036933672,0.032861616,0.019430164,0.019469904,0.009646429,0.030462369,0.030460574,0.098023333,0,0,300625975
219,2024-02-03_02:04:36,1706925876 ,1706925876201750 ,1706925876200 ,100 ,1706925876202 ,2 ,2299,525894200,3,56,22.84228645,113.5080986,5.325864889,-5.5,-3.91062986,-6.894969857,-0.086624655,0.869274317,-1.057254509,241.8126432,0.036733788,0.036933672,0.032861616,0.019430164,0.019469904,0.009646429,0.030462369,0.030460574,0.098023333,0,0,2411411153
220,2024-02-03_02:04:36,1706925876 ,1706925876302140 ,1706925876300 ,100 ,1706925876302 ,2 ,2299,525894300,3,56,22.84228292,113.5080919,5.316648225,-5.5,-3.894465576,-6.869202621,-0.073554524,0.849667783,-1.013381139,241.860379,0.036733788,0.036933672,0.032861616,0.019430164,0.019469904,0.009646429,0.030462369,0.030460574,0.098023333,0,0,1957300869
221,2024-02-03_02:04:36,1706925876 ,1706925876401720 ,1706925876400 ,100 ,1706925876402 ,2 ,2299,525894400,3,56,22.84227942,113.5080853,5.309201161,-5.5,-3.874934155,-6.852290369,-0.059730127,0.839856523,-1.033216131,241.9447091,0.036733788,0.036933672,0.032861616,0.019430164,0.019469904,0.009646429,0.030462369,0.030460574,0.098023333,0,0,4195187206
222,2024-02-03_02:04:36,1706925877 ,1706925876502200 ,1706925876500 ,100 ,1706925876502 ,2 ,2299,525894500,3,56,22.84227593,113.5080786,5.300449604,-5.5,-3.845572459,-6.837526299,-0.081894352,0.825485047,-1.025995817,242.0285089,0.036733788,0.036933672,0.032861616,0.019430164,0.019469904,0.009646429,0.030462369,0.030460574,0.098023333,0,0,3886258180
223,2024-02-03_02:04:36,1706925877 ,1706925876601840 ,1706925876600 ,100 ,1706925876602 ,2 ,2299,525894600,3,56,22.84227247,113.5080719,5.291170343,-5.5,-3.825035059,-6.818625988,-0.077928924,0.772828604,-0.976069214,242.122561,0.036733788,0.036933672,0.032861616,0.019430164,0.019469904,0.009646429,0.030462369,0.030460574,0.098023333,0,0,46332
224,2024-02-03_02:04:36,1706925877 ,1706925876701240 ,1706925876700 ,100 ,1706925876701 ,1 ,2299,525894700,3,56,22.84226902,113.5080653,5.283038213,-5.5,-3.80459093,-6.809766744,-0.066536744,0.773154923,-0.970595121,242.2439542,0.036733788,0.036933672,0.032861616,0.019430164,0.019469904,0.009646429,0.030462369,0.030460574,0.098023333,0,0,1003714276
225,2024-02-03_02:04:36,1706925877 ,1706925876801800 ,1706925876800 ,100 ,1706925876802 ,2 ,2299,525894800,3,56,22.8422656,113.5080587,5.274872407,-5.5,-3.776246882,-6.804648895,-0.077666807,0.760662217,-0.954593234,242.3660662,0.036733788,0.036933672,0.032861616,0.019430164,0.019469904,0.009646429,0.030462369,0.030460574,0.098023333,0,0,2737901598
226,2024-02-03_02:04:36,1706925877 ,1706925876902010 ,1706925876900 ,100 ,1706925876902 ,2 ,2299,525894900,3,56,22.8422622,113.508052,5.266761976,-5.5,-3.757764298,-6.794130595,-0.069914213,0.718049473,-0.928049575,242.4868742,0.036733788,0.036933672,0.032861616,0.019430162,0.019469904,0.009646432,0.030462369,0.030460574,0.098023333,0,0,2201410794
227,2024-02-03_02:04:36,1706925877 ,1706925877002280 ,1706925877000 ,100 ,1706925877002 ,2 ,2299,525895000,3,56,22.84225882,113.5080454,5.259581047,-5.5,-3.736232345,-6.788403995,-0.056227223,0.697287276,-0.934263282,242.6162475,0.036733788,0.036933672,0.032861616,0.019430162,0.019469904,0.009646432,0.030462369,0.030460574,0.098023333,0,0,3484712628
228,2024-02-03_02:04:37,1706925877 ,1706925877101760 ,1706925877100 ,100 ,1706925877102 ,2 ,2299,525895100,3,56,22.84225545,113.5080388,5.252347491,-5.5,-3.707633098,-6.780197951,-0.063348541,0.692484413,-0.925397994,242.7367176,0.036620066,0.036814012,0.032408603,0.018891295,0.018938173,0.009454124,0.028805627,0.028792912,0.098749548,0,0,741959422
229,2024-02-03_02:04:37,1706925877 ,1706925877201760 ,1706925877200 ,100 ,1706925877202 ,2 ,2299,525895200,3,56,22.84225212,113.5080322,5.244820239,-5.5,-3.686180184,-6.769869623,-0.071076552,0.69271222,-0.921572424,242.858506,0.036620066,0.036814012,0.032408603,0.018891295,0.018938173,0.009454124,0.028805627,0.028792912,0.098749548,0,0,3073552068
230,2024-02-03_02:04:37,1706925877 ,1706925877301740 ,1706925877300 ,100 ,1706925877302 ,2 ,2299,525895300,3,56,22.8422488,113.5080256,5.237363972,-5.5,-3.661820206,-6.760453872,-0.061258214,0.710812614,-0.908686365,242.999208,0.036620066,0.036814012,0.032408603,0.018891295,0.018938173,0.009454124,0.028805627,0.028792912,0.098749548,0,0,2595745883
231,2024-02-03_02:04:37,1706925877 ,1706925877401730 ,1706925877400 ,100 ,1706925877402 ,2 ,2299,525895400,3,56,22.8422455,113.508019,5.23011147,-5.5,-3.636527054,-6.753194231,-0.062586003,0.744360721,-0.914512552,243.1291075,0.036620066,0.036814012,0.032408603,0.018891295,0.018938173,0.009454124,0.028805627,0.028792912,0.098749548,0,0,3596135079
232,2024-02-03_02:04:37,1706925878 ,1706925877502120 ,1706925877500 ,100 ,1706925877502 ,2 ,2299,525895500,3,56,22.84224223,113.5080124,5.223079804,-5.5,-3.610758678,-6.744808474,-0.065269407,0.696639361,-0.884450208,243.2544137,0.036620066,0.036814012,0.032408603,0.018891295,0.018938173,0.009454124,0.028805627,0.028792912,0.098749548,0,0,2727445904
233,2024-02-03_02:04:37,1706925878 ,1706925877601730 ,1706925877600 ,100 ,1706925877602 ,2 ,2299,525895600,3,56,22.84223898,113.5080059,5.216386831,-5.5,-3.585610472,-6.735292859,-0.051133244,0.715110211,-0.888378308,243.3888612,0.036620066,0.036814012,0.032408603,0.018891295,0.018938173,0.009454124,0.028805627,0.028792912,0.098749548,0,0,3950949288
234,2024-02-03_02:04:37,1706925878 ,1706925877701700 ,1706925877700 ,100 ,1706925877702 ,2 ,2299,525895700,3,56,22.84223575,113.5079993,5.209501483,-5.5,-3.553127238,-6.731205232,-0.065186046,0.758838111,-0.929764003,243.4994157,0.036620066,0.036814012,0.032408603,0.018891295,0.018938173,0.009454124,0.028805627,0.028792912,0.098749548,0,0,314437503
235,2024-02-03_02:04:37,1706925878 ,1706925877801020 ,1706925877800 ,100 ,1706925877801 ,1 ,2299,525895800,3,56,22.84223255,113.5079928,5.202669948,-5.5,-3.536935987,-6.723311703,-0.049291834,0.730638416,-0.966543139,243.6085408,0.036620066,0.036814012,0.032408603,0.018891295,0.018938173,0.009454124,0.028805627,0.028792912,0.098749548,0,0,682528820
236,2024-02-03_02:04:37,1706925878 ,1706925877901730 ,1706925877900 ,100 ,1706925877902 ,2 ,2299,525895900,3,56,22.84222936,113.5079862,5.196587282,-5.5,-3.521576994,-6.71036593,-0.048148487,0.721032777,-1.027339941,243.716851,0.036620066,0.036814012,0.032408603,0.018891295,0.018938173,0.009454124,0.028805627,0.028792912,0.098749548,0,0,4242340673
237,2024-02-03_02:04:37,1706925878 ,1706925878002320 ,1706925878000 ,100 ,1706925878002 ,2 ,2299,525896000,3,56,22.84222619,113.5079797,5.189726546,-5.5,-3.495751848,-6.699803778,-0.0695524,0.710680694,-1.095840427,243.8130269,0.036620066,0.036814012,0.032408603,0.018891295,0.018938173,0.009454124,0.028805627,0.028792912,0.098749548,0,0,875827720
238,2024-02-03_02:04:38,1706925878 ,1706925878101350 ,1706925878100 ,100 ,1706925878101 ,1 ,2299,525896100,3,56,22.84222304,113.5079732,5.181029828,-5.5,-3.477112298,-6.68645074,-0.081266631,0.71780344,-1.067808847,243.9225995,0.036462106,0.036653358,0.032065235,0.01824783,0.018312892,0.009440975,0.027384356,0.027352165,0.099495903,0,0,1054681637
239,2024-02-03_02:04:38,1706925878 ,1706925878201780 ,1706925878200 ,100 ,1706925878202 ,2 ,2299,525896200,3,56,22.8422199,113.5079666,5.172626005,-5.5,-3.461095923,-6.677178398,-0.07993719,0.712081183,-1.065606729,244.0379088,0.036462106,0.036653358,0.032065235,0.01824783,0.018312892,0.009440975,0.027384356,0.027352165,0.099495903,0,0,597535430
240,2024-02-03_02:04:38,1706925878 ,1706925878302180 ,1706925878300 ,100 ,1706925878302 ,2 ,2299,525896300,3,56,22.84221678,113.5079601,5.163271885,-5.5,-3.440837898,-6.667762937,-0.081488396,0.630748471,-0.963042065,244.1144721,0.036462106,0.036653358,0.032065235,0.01824783,0.018312892,0.009440975,0.027384356,0.027352165,0.099495903,0,0,2106840543
241,2024-02-03_02:04:38,1706925878 ,1706925878401820 ,1706925878400 ,100 ,1706925878402 ,2 ,2299,525896400,3,56,22.84221368,113.5079536,5.1547009,-5.5,-3.432021791,-6.657429979,-0.078709694,0.530799449,-0.978799831,244.1635111,0.036462106,0.036653358,0.032065235,0.01824783,0.018312892,0.009440975,0.027384356,0.027352165,0.099495903,0,0,3072883564
242,2024-02-03_02:04:38,1706925879 ,1706925878502260 ,1706925878500 ,100 ,1706925878502 ,2 ,2299,525896500,3,56,22.84221058,113.5079471,5.147461792,-5.5,-3.429539568,-6.668722535,-0.074930025,0.326319439,-1.364675777,244.2115707,0.036462106,0.036653358,0.032065235,0.01824783,0.018312892,0.009440975,0.027384356,0.027352165,0.099495903,0,0,2043635233
243,2024-02-03_02:04:38,1706925879 ,1706925878601690 ,1706925878600 ,100 ,1706925878602 ,2 ,2299,525896600,3,56,22.84220747,113.5079406,5.138974598,-5.5,-3.44277617,-6.6696478,-0.079230552,0.181969743,-2.086242644,244.2272723,0.036462106,0.036653358,0.032065235,0.01824783,0.018312892,0.009440975,0.027384356,0.027352165,0.099495903,0,0,1857341693
244,2024-02-03_02:04:38,1706925879 ,1706925878701080 ,1706925878700 ,100 ,1706925878701 ,1 ,2299,525896700,3,56,22.84220437,113.5079341,5.130904051,-5.5,-3.429678617,-6.679323785,-0.094093483,0.132482,-2.997423523,244.2508396,0.036462106,0.036653358,0.032065235,0.01824783,0.018312892,0.009440975,0.027384356,0.027352165,0.099495903,0,0,1497172124
245,2024-02-03_02:04:38,1706925879 ,1706925878801830 ,1706925878800 ,100 ,1706925878802 ,2 ,2299,525896800,3,56,22.84220128,113.5079276,5.114953194,-5.5,-3.428342264,-6.67074715,-0.218163623,0.219084834,-3.556433743,244.2778462,0.036462106,0.036653358,0.032065235,0.01824783,0.018312892,0.009440975,0.027384356,0.027352165,0.099495903,0,0,2429930490
246,2024-02-03_02:04:38,1706925879 ,1706925878902260 ,1706925878900 ,100 ,1706925878902 ,2 ,2299,525896900,3,56,22.8421982,113.5079211,5.082684509,-5.5,-3.429639819,-6.659097596,-0.405173305,0.160827685,-3.447362308,244.2605259,0.036462106,0.036653358,0.032065235,0.01824783,0.018312892,0.009440975,0.027384356,0.027352165,0.099495903,0,0,915242051
247,2024-02-03_02:04:39,1706925879 ,1706925879002320 ,1706925879000 ,100 ,1706925879002 ,2 ,2299,525897000,3,56,22.84219509,113.5079146,5.037384594,-5.5,-3.426468886,-6.682945119,-0.459649179,0.202376417,-2.966537765,244.2113256,0.036462106,0.036653358,0.032065235,0.01824783,0.018312892,0.009440975,0.027384356,0.027352165,0.099495903,0,0,1462691618
248,2024-02-03_02:04:39,1706925879 ,1706925879101790 ,1706925879100 ,100 ,1706925879102 ,2 ,2299,525897100,3,56,22.84219199,113.5079081,4.993756818,-5.5,-3.425390975,-6.704253649,-0.385090413,0.243187529,-2.667568645,244.1150525,0.036252875,0.036443129,0.031857602,0.017511629,0.017575366,0.009597302,0.026525047,0.026519084,0.10033381,0,0,3515832954
249,2024-02-03_02:04:39,1706925879 ,1706925879201020 ,1706925879200 ,100 ,1706925879201 ,1 ,2299,525897200,3,56,22.84218888,113.5079016,4.958680131,-5.5,-3.45046372,-6.708469666,-0.311229458,0.317163339,-2.621241699,244.0282915,0.036252875,0.036443129,0.031857602,0.017511629,0.017575366,0.009597302,0.026525047,0.026519084,0.10033381,0,0,4196814010
250,2024-02-03_02:04:39,1706925879 ,1706925879301800 ,1706925879300 ,100 ,1706925879302 ,2 ,2299,525897300,3,56,22.84218576,113.507895,4.929214288,-5.5,-3.437009172,-6.70522454,-0.271407121,0.734173907,-2.541912044,243.9668145,0.036252875,0.036443129,0.031857602,0.017511629,0.017575366,0.009597302,0.026525047,0.026519084,0.10033381,0,0,376990985
251,2024-02-03_02:04:39,1706925879 ,1706925879401840 ,1706925879400 ,100 ,1706925879402 ,2 ,2299,525897400,3,56,22.84218266,113.5078885,4.902004115,-5.5,-3.439117992,-6.698440869,-0.263651929,0.928359267,-2.180685209,243.8751773,0.036252875,0.036443129,0.031857602,0.017511629,0.017575366,0.009597302,0.026525047,0.026519084,0.10033381,0,0,1171976774
